"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Z1","yy","status","id"
0.818814760947354,0.0314970204856331,1.33751502354617,0.63859509182725,-1.24257305338493,-1.32500764363303,0.0851660514282701,-0.0555059661936896,1.32433462615987,0.215397445822686,0,0.402603119071401,1,1
-0.251439257724956,-1.40964545132875,0.346449567900189,-0.909038208603829,0.797969985801898,-0.676114086862768,-1.08362048889275,0.0990623353688348,-0.169887053323414,-0.546944182394564,0,0.0778456587785688,1,2
-1.82039810827461,-0.173117012963955,-1.228737272886,0.87020578687921,0.146294269622815,-1.63037604370747,1.55946461434934,0.945809935180394,-0.0707639631694557,-1.43060738468314,1,0.0416563428442777,1,3
0.951771901678215,-0.350008950524026,-0.0387912794581344,-2.73598231271743,1.08113935615766,-0.512857791299506,-1.22927086657999,-0.0918331919973961,0.671184680642368,0.268702747858155,0,0.848674116257046,0,4
1.97866812369336,-1.10965378507326,-0.37888529707527,0.466124292678987,-0.299710764578246,0.0460027384256865,0.858462797976198,-0.177496770794846,-0.141429618082435,-0.416286637165495,1,0.114350026222966,1,5
-0.364098570861057,-1.23792403993086,1.43640706884731,0.204652945008616,0.130798847739896,0.556367999772933,-0.0061645305678019,0.0886395188601806,0.536262124055878,0.20177673469175,1,0.14117192296732,1,6
0.938194427919768,0.262304308331791,0.253503710424792,2.65160628231406,-1.15504124174656,1.37574334399096,0.969986141793724,-1.76750553696324,-0.27577173644039,-1.18822782620394,0,1.19132313119026,0,7
-1.92749068146493,0.816305287959878,-0.773110301385513,0.266983762244723,-0.023921770078224,-0.655116235755732,1.76672483680409,-0.628452910296653,0.728954905041273,1.07359164189508,0,0.197372276629161,1,8
1.15911510168604,-0.881673104413785,-0.370560480897464,0.12255371258117,-0.479531655542296,0.54216950489305,-0.792965944262484,-0.434515874399904,-1.05226881053749,-0.398480716294399,1,0.248149084592504,0,9
-0.240637827248045,2.37226621688103,0.264295592084201,-0.390499062909145,-0.175790525485498,-0.363173142661129,0.3403061489813,-0.670956611373303,0.290409497306935,0.307661381159718,1,0.031072996679646,1,10
-1.0709427467839,0.438685853130752,-0.282558759914293,-0.0763560898204993,1.8106409929483,1.13562897046628,1.01559284696788,0.572552080702016,-0.314454644538991,-0.76311574338197,0,0.424831411738547,1,11
0.0888090026154036,1.30089076024622,0.607233645614887,1.49309779593366,0.13025129107717,0.594360255070276,-0.861918959315171,-1.00762364947102,-0.258304015409508,0.065706403028053,1,0.170922574402655,1,12
-1.12600131653681,0.437616250848929,1.32807355641297,-0.104376544296809,-0.502884753247053,-1.10656504664358,0.434435371944068,0.773377332038492,-1.09994906680839,0.568459281633844,0,0.190131739431766,1,13
-0.90541836216371,0.192821090379885,0.261359324986103,0.114396120851852,-1.32409854259811,1.13750862752654,1.22649330273344,-0.072521524180228,-1.29280175464937,-1.01169114600609,0,0.440945029985955,1,14
-1.62868669204244,0.491626113629019,0.314872073311981,0.577315899401875,-1.45648560978926,2.00750701346232,-0.152220648615425,1.11567648663863,-0.293623823920565,0.0475269069510452,1,0.0544984730033153,1,15
-0.441684723618545,-0.641476202465258,-0.0358090177863443,0.84884955410143,0.666130460402488,0.960444491959377,0.780329767932409,0.911164768533228,0.513132283092257,-1.30996661981169,1,0.121087771912666,1,16
1.56924959216806,-1.46544271965833,0.394828999868984,-0.429835744990688,1.16392772611339,-0.928218461560465,1.05166272478525,0.0155216540419998,0.544958509048089,0.669754060903576,0,0.781367618850817,1,17
-0.121166339692595,-0.373802773386843,0.105130820876575,-0.545613144908806,-1.11147343102564,-0.393417920009439,-0.190159627785346,0.159232813792325,1.04485530466722,0.764568365244787,0,0.331851075326975,1,18
1.15530814888712,-0.711484728446323,1.09115274854503,1.7799135424775,0.126653135029806,0.0101966626785033,0.316782141361409,2.14546104441017,1.52913808390011,0.104670541922265,0,0.0385660438124587,1,19
0.588871408091243,-0.636062011655193,-1.24476867274946,-1.59735840103174,0.204356696654981,-0.185957134855871,-0.328313126701328,-0.609370234096565,1.44910349085185,-0.810888921733878,1,0.426505725743935,0,20
1.00131785452539,-2.03705446740385,-0.432482350764393,1.17648656776161,0.893735948499444,0.449910498771337,-0.690980457820005,-0.278969776163701,-1.01086781972818,1.48605014651614,1,0.231148625404166,1,21
-0.714286554020064,-0.573987599753952,-0.783596191000386,0.252874200742961,2.01599454447047,-0.759781157965453,1.13521123534108,0.936831587455289,-0.489852131090886,0.59837602457967,0,1.05114819551795,0,22
1.88669029351516,0.192839079550268,0.325245263627124,0.816023500497833,0.371090029463863,1.49916723596679,0.31155565452992,-0.263519354728609,0.361950884342976,0.592252024722442,1,0.228413884246378,1,23
0.396830061706517,1.5458191522061,1.59910756793402,-0.731054760646788,-1.95917554527414,-0.358794344839062,0.399292067845106,0.781212703688988,0.365301013546779,-0.143596293818149,1,0.0496289654246732,1,24
